City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Huarmey,PE,2022-02-05 05:04:27,-10.0681,-78.1522,70.32,85,57,7.52
279,Charagua,BO,2022-02-05 05:09:06,-19.8,-63.2167,69.06,97,100,0.74
280,Hambantota,LK,2022-02-05 05:09:06,6.1241,81.1185,82.74,78,66,8.05
281,Matara,LK,2022-02-05 05:09:07,5.9485,80.5353,84.43,61,52,4.5
282,Morgan City,US,2022-02-05 05:09:07,29.6994,-91.2068,35.6,75,100,13.8
283,La Playona,HN,2022-02-05 05:09:08,15.1167,-88.9833,68.74,96,32,0.13
284,Navrongo,GH,2022-02-05 05:09:09,10.8956,-1.0921,68.45,17,9,8.86
285,Grindavik,IS,2022-02-05 05:06:00,63.8424,-22.4338,27.07,63,100,31.07
286,Padang,ID,2022-02-05 05:09:09,-0.9492,100.3543,82.45,80,91,2.08
287,Camacha,PT,2022-02-05 05:09:00,33.0833,-16.3333,60.22,94,20,3.44
288,Lebedinyy,RU,2022-02-05 05:09:10,58.5167,125.5167,-2.33,91,100,5.03
289,Jiuquan,CN,2022-02-05 05:09:10,39.7432,98.5174,19.74,31,100,6.35
290,Tiksi,RU,2022-02-05 05:06:52,71.6872,128.8694,-22.16,98,73,7.45
291,Pilar,BR,2022-02-05 05:07:14,-9.5972,-35.9567,73.33,85,22,3.94
292,Upernavik,GL,2022-02-05 05:06:21,72.7868,-56.1549,-1.71,95,100,11.5
293,Salalah,OM,2022-02-05 05:08:33,17.0151,54.0924,75.29,60,20,4.61
294,Mount Isa,AU,2022-02-05 05:09:12,-20.7333,139.5,91.17,17,5,10.36
295,Ornskoldsvik,SE,2022-02-05 05:09:12,63.2909,18.7153,25.75,100,89,4.61
296,Sicamous,CA,2022-02-05 05:09:13,50.8331,-118.9856,32.29,98,100,2.55
297,Navahrudak,BY,2022-02-05 05:09:13,53.6,25.8333,31.55,98,100,12.39
298,Ostersund,SE,2022-02-05 05:09:14,63.1792,14.6357,25.25,74,61,10.36
299,Banda Aceh,ID,2022-02-05 05:09:14,5.5577,95.3222,86.14,62,58,8.88
300,Sept-Iles,CA,2022-02-05 05:09:15,50.2001,-66.3821,-0.94,65,100,4.0
301,Korhogo,CI,2022-02-05 05:09:15,9.45,-5.6333,65.98,17,6,2.84
302,Airai,TL,2022-02-05 05:09:16,-8.9266,125.4092,68.45,82,95,3.36
303,Kysyl-Syr,RU,2022-02-05 05:09:16,63.8986,122.7617,-15.12,95,93,2.59
304,Richards Bay,ZA,2022-02-05 05:06:56,-28.783,32.0377,71.42,90,100,14.47
305,Surt,LY,2022-02-05 05:09:17,31.2089,16.5887,54.01,53,6,12.68
306,Half Moon Bay,US,2022-02-05 05:07:02,37.4636,-122.4286,56.32,63,0,5.75
307,Fukue,JP,2022-02-05 05:09:22,32.6881,128.8419,40.51,74,100,27.92
308,Batagay-Alyta,RU,2022-02-05 05:09:22,67.8006,130.4114,-20.27,96,39,0.6
309,Egvekinot,RU,2022-02-05 05:09:23,66.3167,-179.1667,-7.31,79,0,13.53
310,Yar-Sale,RU,2022-02-05 05:09:23,66.8333,70.8333,-0.83,100,90,5.84
311,Barpathar,IN,2022-02-05 05:09:24,26.3,93.8667,62.71,78,90,8.08
312,Port Hedland,AU,2022-02-05 05:09:24,-20.3167,118.5667,95.05,59,58,20.71
313,Freeport,US,2022-02-05 05:09:25,40.6576,-73.5832,30.22,80,100,3.0
314,Carbonia,IT,2022-02-05 05:09:27,39.1672,8.5222,49.01,92,100,8.1
315,Loa Janan,ID,2022-02-05 05:09:27,-0.583,117.095,92.08,48,99,3.02
316,Calderitas,MX,2022-02-05 05:09:28,18.55,-88.25,75.16,88,1,4.36
317,Tianpeng,CN,2022-02-05 05:04:38,30.9866,103.9393,45.5,73,99,3.36
318,Chivilcoy,AR,2022-02-05 05:07:36,-34.8957,-60.0167,67.01,10,64,11.01
319,Noumea,NC,2022-02-05 05:10:29,-22.2763,166.4572,85.98,76,100,8.25
320,Nishihara,JP,2022-02-05 05:10:29,26.1842,127.7558,62.65,51,40,17.27
321,Bandarbeyla,SO,2022-02-05 05:08:54,9.4942,50.8122,75.47,66,0,6.53
322,Vaasa,FI,2022-02-05 05:10:30,63.096,21.6158,33.82,93,100,10.36
323,Papara,BR,2022-02-05 05:10:30,-3.9839,-38.7273,79.68,94,79,2.44
324,Lavrentiya,RU,2022-02-05 05:05:56,65.5833,-171.0,-10.43,84,2,8.72
325,Cockburn Town,TC,2022-02-05 05:08:04,21.4612,-71.1419,75.83,74,0,17.2
326,Camabatela,AO,2022-02-05 05:10:31,-8.1881,15.375,58.59,99,63,0.67
327,Katherine,AU,2022-02-05 05:10:32,-14.4667,132.2667,80.92,78,81,6.91
328,Plunge,LT,2022-02-05 05:10:32,55.9114,21.8442,37.99,99,100,12.95
329,Labuhan,ID,2022-02-05 05:10:33,-6.8844,112.2051,84.9,72,41,11.41
330,Grong,NO,2022-02-05 05:10:33,64.4654,12.3149,31.53,91,99,16.98
331,Adrar,MR,2022-02-05 05:10:34,20.5022,-10.0711,60.76,13,0,9.22
332,Bluefields,NI,2022-02-05 05:10:34,12.0137,-83.7635,74.43,89,21,6.35
333,Biri,PH,2022-02-05 05:10:35,12.6833,124.3636,79.83,79,100,22.95
334,North Myrtle Beach,US,2022-02-05 05:05:50,33.816,-78.68,62.89,97,100,10.36
335,Talnakh,RU,2022-02-05 05:10:36,69.4865,88.3972,-7.42,96,93,3.98
336,Vieques,PR,2022-02-05 05:10:36,18.425,-65.8329,75.24,88,40,0.0
337,Camalu,MX,2022-02-05 05:10:37,30.85,-116.0667,57.42,40,19,3.71
338,At-Bashi,KG,2022-02-05 05:10:37,41.1702,75.8106,7.54,71,15,2.24
339,Champerico,GT,2022-02-05 05:09:12,14.3,-91.9167,80.35,72,4,0.47
340,Menongue,AO,2022-02-05 05:10:38,-14.6585,17.691,61.47,97,100,3.71
341,Santa Cruz,BO,2022-02-05 05:06:52,-17.8,-63.1667,74.66,94,40,11.5
342,El Alto,PE,2022-02-05 05:10:39,-4.2714,-81.2147,70.29,78,57,14.45
343,Maniitsoq,GL,2022-02-05 05:09:25,65.4167,-52.9,6.93,87,100,15.84
344,Zaozerne,UA,2022-02-05 05:10:39,45.1582,33.2787,32.95,78,100,6.91
345,Millinocket,US,2022-02-05 05:06:22,45.6573,-68.7098,12.9,72,100,9.22
346,Yumen,CN,2022-02-05 05:05:52,40.2833,97.2,20.26,29,100,17.96
347,Dabakala,CI,2022-02-05 05:10:40,8.3667,-4.4333,69.85,17,1,2.17
348,Manta,EC,2022-02-05 05:10:41,-0.95,-80.7333,76.78,88,20,3.44
349,Butaritari,KI,2022-02-05 05:06:57,3.0707,172.7902,82.78,78,49,18.68
350,Salinopolis,BR,2022-02-05 05:10:41,-0.6136,-47.3561,77.07,88,100,5.14
351,Vardo,NO,2022-02-05 05:10:42,70.3705,31.1107,21.49,90,100,25.81
352,Acajutla,SV,2022-02-05 05:10:42,13.5928,-89.8275,78.01,72,37,9.06
353,Hungund,IN,2022-02-05 05:06:15,16.0667,76.05,79.65,24,23,8.68
354,Weinan,CN,2022-02-05 05:10:43,34.5036,109.5089,39.94,26,100,8.72
355,Kaitangata,NZ,2022-02-05 05:08:22,-46.2817,169.8464,55.98,58,16,7.4
356,Muros,ES,2022-02-05 05:10:44,42.7762,-9.0603,51.24,74,57,14.79
357,Sibolga,ID,2022-02-05 05:08:12,1.7427,98.7792,84.04,67,100,3.78
358,Hue,VN,2022-02-05 05:10:45,16.4667,107.6,64.51,94,75,9.22
359,Ginir,ET,2022-02-05 05:10:45,7.1333,40.7,63.77,20,5,3.18
360,Ambilobe,MG,2022-02-05 05:10:46,-13.2,49.05,78.8,88,95,13.62
361,Garni,AM,2022-02-05 05:10:46,40.1221,44.7312,25.47,94,100,1.9
362,Roebourne,AU,2022-02-05 05:10:46,-20.7833,117.1333,92.35,56,77,17.83
363,Port Macquarie,AU,2022-02-05 05:08:37,-31.4333,152.9167,73.89,73,75,17.27
364,Midland,US,2022-02-05 05:09:26,31.9974,-102.0779,29.48,67,0,4.61
365,Vila Franca Do Campo,PT,2022-02-05 05:11:47,37.7167,-25.4333,57.61,82,100,8.57
366,Souillac,MU,2022-02-05 05:11:22,-20.5167,57.5167,80.37,83,100,19.84
367,Lermontovka,RU,2022-02-05 05:11:48,47.1453,134.3383,2.5,84,100,4.03
368,Kamaishi,JP,2022-02-05 05:11:48,39.2667,141.8833,33.12,45,29,16.04
369,Fuling,CN,2022-02-05 05:11:49,29.7022,107.3919,51.96,57,100,2.62
370,Abha,SA,2022-02-05 05:07:19,18.2164,42.5053,55.65,54,0,4.61
371,Kasama,ZM,2022-02-05 05:11:49,-10.2129,31.1808,60.42,93,100,3.04
372,Kita,ML,2022-02-05 05:11:50,13.0349,-9.4895,67.3,15,0,4.03
373,Maceio,BR,2022-02-05 05:11:51,-9.6658,-35.7353,74.64,88,40,2.3
374,Husavik,IS,2022-02-05 05:11:51,66.0449,-17.3389,15.64,94,98,7.85
375,Kanepi,EE,2022-02-05 05:11:52,57.982,26.7627,25.72,95,100,12.53
376,Luena,AO,2022-02-05 05:11:54,-11.7833,19.9167,62.13,95,100,7.27
377,Santa Maria,BR,2022-02-05 05:08:56,-29.6842,-53.8069,72.72,89,76,2.59
378,Kribi,CM,2022-02-05 05:11:54,2.95,9.9167,76.91,88,91,3.91
379,Ler,SS,2022-02-05 05:11:55,8.3018,30.1418,72.45,19,81,8.23
380,Bara,NG,2022-02-05 05:11:55,10.3744,10.7288,59.65,24,0,7.56
381,Elizabeth City,US,2022-02-05 05:11:05,36.2946,-76.2511,43.02,93,100,12.66
382,Narsaq,GL,2022-02-05 05:06:57,60.9167,-46.05,0.0,49,0,16.26
383,Lososina,RU,2022-02-05 05:11:56,48.9975,140.3106,15.73,66,100,10.65
384,Sao Filipe,CV,2022-02-05 05:07:37,14.8961,-24.4956,72.57,72,0,12.28
385,Harwich,GB,2022-02-05 05:11:57,51.9419,1.2844,37.99,83,3,11.01
386,Harper,LR,2022-02-05 05:11:57,4.375,-7.7169,77.79,84,79,4.45
387,Sheridan,US,2022-02-05 05:11:58,44.8333,-106.9173,42.98,55,100,0.0
388,Shinpokh,PK,2022-02-05 05:11:58,34.3292,71.1782,51.21,21,0,1.81
389,Calama,CL,2022-02-05 05:11:59,-22.4667,-68.9333,45.09,19,0,18.41
390,Cedar City,US,2022-02-05 05:08:22,37.6775,-113.0619,23.4,58,0,4.61
391,Beaverlodge,CA,2022-02-05 05:11:59,55.2166,-119.4361,32.41,77,83,10.76
392,Koshurnikovo,RU,2022-02-05 05:12:00,54.1667,93.3,10.67,79,100,2.1
393,Katsuura,JP,2022-02-05 05:12:01,35.1333,140.3,46.51,36,98,6.46
394,Tabou,CI,2022-02-05 05:12:01,4.423,-7.3528,78.21,84,42,4.16
395,Kidal,ML,2022-02-05 05:07:59,18.4411,1.4078,55.13,22,0,11.92
396,Quarai,BR,2022-02-05 05:12:02,-30.3875,-56.4514,77.4,65,98,3.38
397,Pimentel,PE,2022-02-05 05:08:03,-6.8367,-79.9342,69.78,85,61,10.83
398,Paramonga,PE,2022-02-05 05:12:03,-10.6667,-77.8333,69.89,86,93,7.07
399,Ballina,AU,2022-02-05 05:10:37,-28.8667,153.5667,71.78,74,80,22.48
400,Barillas,GT,2022-02-05 05:12:03,15.8036,-91.3158,57.54,98,33,2.04
401,Mookane,BW,2022-02-05 05:12:04,-23.688,26.6595,70.12,75,79,5.84
402,Lorengau,PG,2022-02-05 05:12:06,-2.0226,147.2712,84.85,65,98,9.95
403,Nieuwpoort,BE,2022-02-05 05:12:06,51.1244,2.7735,41.02,87,20,8.05
404,Tabas,IR,2022-02-05 05:12:07,33.5959,56.9244,59.05,35,74,7.47
405,Gopinathpur,IN,2022-02-05 05:12:07,22.65,86.0667,69.46,26,0,11.45
406,Buala,SB,2022-02-05 05:09:42,-8.145,159.5921,84.16,77,100,9.26
407,Gat,IL,2022-02-05 05:12:08,31.61,34.7642,52.48,100,89,10.16
408,Palmer,US,2022-02-05 05:12:09,42.1584,-72.3287,27.95,83,100,1.01
409,Ginda,IN,2022-02-05 05:12:09,30.6945,78.4932,38.37,31,0,4.68
410,Ewa Beach,US,2022-02-05 05:13:10,21.3156,-158.0072,76.95,71,40,5.01
411,Mirai,BR,2022-02-05 05:13:10,-21.1953,-42.6142,75.31,95,100,3.31
412,Gushi,CN,2022-02-05 05:13:11,34.6425,109.5843,40.46,25,100,9.78
413,Najran,SA,2022-02-05 05:13:11,17.4924,44.1277,67.91,58,2,5.73
414,Dubbo,AU,2022-02-05 05:10:27,-32.25,148.6167,77.13,31,40,20.71
415,Hasaki,JP,2022-02-05 05:11:08,35.7333,140.8333,50.29,29,21,11.07
416,Baruun-Urt,MN,2022-02-05 05:13:12,46.6806,113.2792,11.73,67,33,10.04
417,General Roca,AR,2022-02-05 05:13:13,-39.0333,-67.5833,62.4,61,59,16.53
418,Wewak,PG,2022-02-05 05:09:44,-3.5534,143.6268,84.76,73,99,17.07
419,Aklavik,CA,2022-02-05 05:13:04,68.2191,-135.0107,-25.11,88,6,19.24
420,Ulagan,RU,2022-02-05 05:13:14,50.6321,87.9563,6.35,73,30,2.3
421,Coihaique,CL,2022-02-05 05:13:14,-45.5752,-72.0662,54.21,87,0,3.44
422,Lapeer,US,2022-02-05 05:13:15,43.0514,-83.3188,13.51,92,75,0.0
423,Chimoio,MZ,2022-02-05 05:13:15,-19.1164,33.4833,68.11,96,85,5.77
424,Dukat,RU,2022-02-05 05:13:16,62.55,155.55,-13.85,73,3,7.34
425,Conde,BR,2022-02-05 05:08:30,-7.2597,-34.9075,76.46,83,20,3.44
426,Owase,JP,2022-02-05 05:13:16,34.0667,136.2,41.72,47,23,17.98
427,Severnyy,RU,2022-02-05 05:13:17,50.677,36.5532,19.44,93,100,13.42
428,Basoko,CD,2022-02-05 05:13:17,1.2391,23.616,73.04,67,100,3.06
429,La Ronge,CA,2022-02-05 05:11:09,55.1001,-105.2842,-3.89,98,100,9.06
430,Praia,CV,2022-02-05 05:13:18,14.9215,-23.5087,70.34,73,0,17.27
431,Morondava,MG,2022-02-05 05:13:18,-20.2833,44.2833,82.35,62,91,5.19
432,Tual,ID,2022-02-05 05:13:19,-5.6667,132.75,83.8,77,100,16.6
433,Khanu Woralaksaburi,TH,2022-02-05 05:13:19,16.0617,99.8606,86.94,37,60,10.45
434,Sirjan,IR,2022-02-05 05:13:20,29.452,55.6814,55.47,43,20,15.43
435,Kokopo,PG,2022-02-05 05:13:20,-4.352,152.2633,85.91,59,41,12.82
436,Pisco,PE,2022-02-05 05:13:21,-13.7,-76.2167,67.01,88,0,0.0
437,Alyangula,AU,2022-02-05 05:13:21,-13.8483,136.4192,75.33,91,100,3.94
438,Sao Joao Da Barra,BR,2022-02-05 05:13:22,-21.6403,-41.0511,75.13,87,98,15.75
439,Broome,US,2022-02-05 05:13:22,42.2506,-75.833,16.38,85,100,9.22
440,Simao,CN,2022-02-05 05:13:17,22.7886,100.9748,68.43,53,0,7.87
441,Kutum,SD,2022-02-05 05:13:23,14.2,24.6667,49.06,30,0,11.63
442,Jiwani,PK,2022-02-05 05:13:23,25.05,61.7417,72.09,54,0,11.18
443,Nuuk,GL,2022-02-05 05:13:24,64.1835,-51.7216,7.88,78,75,11.5
444,Biak,ID,2022-02-05 05:13:24,-0.9131,122.8766,84.31,68,98,3.33
445,Yingcheng,CN,2022-02-05 05:13:25,30.95,113.55,49.19,44,15,9.37
446,Maxixe,MZ,2022-02-05 05:13:25,-23.8597,35.3472,78.12,79,54,11.25
447,Bar Harbor,US,2022-02-05 05:13:25,44.3876,-68.2039,17.91,84,100,1.99
448,Tucupita,VE,2022-02-05 05:13:26,9.0622,-62.051,69.33,96,6,3.22
449,Makakilo City,US,2022-02-05 05:11:00,21.3469,-158.0858,75.52,71,40,3.44
450,Sioux Lookout,CA,2022-02-05 05:13:26,50.1001,-91.917,-19.64,100,73,2.84
451,Bitung,ID,2022-02-05 05:13:27,1.4451,125.1824,86.85,73,90,11.1
452,Murgab,TM,2022-02-05 05:13:27,37.4966,61.9714,63.3,18,1,25.5
453,Hami,CN,2022-02-05 05:13:28,42.8,93.45,29.73,25,100,3.24
454,Uvinza,TZ,2022-02-05 05:13:40,-5.1036,30.3911,65.57,96,100,1.3
455,Suket,IN,2022-02-05 05:13:41,24.65,76.0333,65.16,25,0,3.87
456,Valley City,US,2022-02-05 05:13:42,46.9233,-98.0032,-1.21,71,100,11.5
457,Coari,BR,2022-02-05 05:13:42,-4.085,-63.1414,70.97,99,100,2.64
458,Kletskaya,RU,2022-02-05 05:13:42,49.3145,43.0584,22.91,88,100,11.43
459,Batemans Bay,AU,2022-02-05 05:13:43,-35.7167,150.1833,72.19,60,57,13.27
460,Drovyanaya,RU,2022-02-05 05:14:43,51.5833,113.0333,15.31,73,94,7.16
461,Honiara,SB,2022-02-05 05:11:02,-9.4333,159.95,85.5,70,100,7.2
462,Kentau,KZ,2022-02-05 05:14:45,43.5206,68.5094,39.58,49,99,12.62
463,Council Bluffs,US,2022-02-05 05:14:45,41.2619,-95.8608,16.3,49,0,5.75
464,Torzhok,RU,2022-02-05 05:14:46,57.0436,34.9622,7.75,99,100,4.43
465,Ajuchitlan,MX,2022-02-05 05:14:46,20.7167,-100.0167,43.99,85,41,8.32
466,Ilo,PE,2022-02-05 05:14:47,-17.6394,-71.3375,69.39,82,74,6.44
467,Verkh-Usugli,RU,2022-02-05 05:14:47,52.7,115.1667,12.13,60,16,2.71
468,Inyonga,TZ,2022-02-05 05:14:48,-6.7167,32.0667,63.01,96,100,2.44
469,Chokurdakh,RU,2022-02-05 05:11:38,70.6333,147.9167,-31.58,100,22,1.45
470,Sanmenxia,CN,2022-02-05 05:14:48,34.7747,111.1814,39.25,39,99,4.74
471,Victoria,HK,2022-02-05 05:12:39,22.2855,114.1577,65.17,70,66,8.99
472,San Diego De Los Banos,CU,2022-02-05 05:14:49,22.6467,-83.3697,68.9,90,1,1.36
473,Saldanha,ZA,2022-02-05 05:14:10,-33.0117,17.9442,61.77,71,1,8.19
474,Bislig,PH,2022-02-05 05:14:50,8.2167,126.2833,80.98,83,90,6.46
475,Emilio Carranza,MX,2022-02-05 05:14:51,19.9711,-96.6114,52.29,81,100,19.17
476,Pevek,RU,2022-02-05 05:12:07,69.7008,170.3133,-26.39,99,92,6.4
477,Barkhan,PK,2022-02-05 05:14:51,29.8977,69.5256,53.56,25,0,2.8
478,Zhigansk,RU,2022-02-05 05:14:52,66.7697,123.3711,-24.57,97,100,4.43
479,Ulladulla,AU,2022-02-05 05:14:52,-35.35,150.4667,73.09,69,46,14.14
480,Nhulunbuy,AU,2022-02-05 05:14:53,-12.2333,136.7667,88.41,62,40,8.05
481,Along,IN,2022-02-05 05:14:53,28.1667,94.7667,50.22,98,100,0.94
482,Hanyang,CN,2022-02-05 05:14:54,32.1371,105.5126,41.67,76,100,4.88
483,Hemsedal,NO,2022-02-05 05:14:54,60.8629,8.5534,28.15,77,63,20.8
484,Normandin,CA,2022-02-05 05:14:55,48.8333,-72.5321,-5.49,70,100,8.05
485,Ostrovnoy,RU,2022-02-05 05:14:55,68.0531,39.5131,15.28,83,100,27.0
486,Sakaiminato,JP,2022-02-05 05:14:56,35.55,133.2333,37.38,65,75,17.27
487,Kungurtug,RU,2022-02-05 05:11:02,50.5994,97.5228,2.5,86,33,1.43
488,Naron,ES,2022-02-05 05:12:31,43.5167,-8.1528,50.68,76,92,9.37
489,Kulhudhuffushi,MV,2022-02-05 05:10:05,6.6221,73.07,81.19,65,54,9.69
490,Solikamsk,RU,2022-02-05 05:15:15,59.6196,56.7729,21.47,96,100,6.33
491,Sambava,MG,2022-02-05 05:15:15,-14.2667,50.1667,77.5,77,100,4.23
492,Nizhnevartovsk,RU,2022-02-05 05:15:16,60.9344,76.5531,19.42,86,75,4.47
493,Chippewa Falls,US,2022-02-05 05:15:16,44.9369,-91.3929,3.38,66,0,6.91
494,Norrtalje,SE,2022-02-05 05:15:17,59.758,18.705,34.23,88,100,9.22
495,Kochubey,RU,2022-02-05 05:15:17,44.3861,46.5825,35.04,93,100,16.24
496,Kualakapuas,ID,2022-02-05 05:15:18,-3.0091,114.3876,89.76,56,91,3.47
497,Iquitos,PE,2022-02-05 05:14:16,-3.7481,-73.2472,73.44,100,0,2.3
498,Bhag,PK,2022-02-05 05:15:18,29.0415,67.8239,63.77,27,0,8.52
499,Norman Wells,CA,2022-02-05 05:12:32,65.282,-126.8329,-11.97,92,100,3.94
500,Aksum,ET,2022-02-05 05:15:21,14.1245,38.7244,59.27,61,10,2.19
501,Kirakira,SB,2022-02-05 05:15:21,-10.4544,161.9205,84.79,75,98,8.68
502,Coahuayana,MX,2022-02-05 05:15:22,18.7333,-103.6833,66.67,79,2,4.18
503,Goundam,ML,2022-02-05 05:15:22,16.4145,-3.6708,59.88,16,0,9.35
504,Perth,AU,2022-02-05 05:14:30,-31.9333,115.8333,109.02,11,0,8.05
505,Mahajanga,MG,2022-02-05 05:16:23,-15.7167,46.3167,84.22,79,40,10.36
506,Tumalaytay,PH,2022-02-05 05:16:24,12.2758,123.232,82.36,69,96,17.09
507,Flinders,AU,2022-02-05 05:16:25,-34.5833,150.8552,74.17,66,58,11.01
508,Sesheke,ZM,2022-02-05 05:16:25,-17.4759,24.2968,66.09,93,100,3.4
509,Evensk,RU,2022-02-05 05:16:26,61.95,159.2333,15.53,46,4,15.43
510,Arak,IR,2022-02-05 05:16:26,34.0917,49.6892,32.76,86,20,4.61
511,Presidencia Roque Saenz Pena,AR,2022-02-05 05:16:27,-26.7852,-60.4388,71.35,97,100,4.47
512,Pangody,RU,2022-02-05 05:16:27,65.85,74.4859,1.35,99,97,7.14
513,Mecca,SA,2022-02-05 05:16:27,21.4267,39.8261,59.0,47,3,11.43
514,Dunedin,NZ,2022-02-05 05:12:37,-45.8742,170.5036,57.79,56,72,1.99
515,Tonj,SS,2022-02-05 05:16:28,7.2737,28.6822,71.91,21,46,5.55
516,Zasosna,RU,2022-02-05 05:16:29,50.6307,38.3965,3.43,97,56,6.82
517,Rodbyhavn,DK,2022-02-05 05:16:29,54.6544,11.352,37.11,74,80,24.7
518,Galesong,ID,2022-02-05 05:14:21,-5.3166,119.3661,87.82,70,99,10.11
519,Kawalu,ID,2022-02-05 05:16:30,-7.3817,108.2082,81.7,75,97,1.45
520,Port-Cartier,CA,2022-02-05 05:16:30,50.0334,-66.8654,-1.25,87,100,7.67
521,Azamgarh,IN,2022-02-05 05:16:31,26.06,83.1861,62.15,65,0,8.16
522,Clarksburg,US,2022-02-05 05:12:05,39.2807,-80.3445,24.22,90,100,8.05
523,Semenivka,UA,2022-02-05 05:16:31,52.1783,32.5818,0.46,100,100,4.5
524,Hampton,US,2022-02-05 05:16:32,37.0299,-76.3452,39.97,90,100,3.0
525,George,ZA,2022-02-05 05:16:32,-33.963,22.4617,62.15,82,20,10.36
526,Valmiera,LV,2022-02-05 05:16:33,57.5411,25.4275,31.41,91,100,12.57
527,Alenquer,BR,2022-02-05 05:16:33,-1.9417,-54.7383,73.74,96,99,1.83
528,Novobirilyussy,RU,2022-02-05 05:16:34,56.9514,90.6661,22.03,79,100,12.46
529,Pestravka,RU,2022-02-05 05:16:35,52.405,49.9583,29.86,98,100,4.12
530,Bathsheba,BB,2022-02-05 05:11:54,13.2167,-59.5167,74.01,68,20,8.05
531,Beringovskiy,RU,2022-02-05 05:16:35,63.05,179.3167,-10.91,89,44,11.5
532,Leningradskiy,RU,2022-02-05 05:16:36,69.3833,178.4167,-19.59,94,43,7.07
533,Bud,US,2022-02-05 05:16:36,39.447,-86.1758,19.9,88,90,8.99
534,Manggar,ID,2022-02-05 05:16:37,-2.8833,108.2667,81.88,75,100,7.05
535,Juba,SS,2022-02-05 05:16:38,4.8517,31.5825,76.89,25,100,2.75
536,Lagoa,PT,2022-02-05 05:12:07,39.05,-27.9833,57.56,82,84,21.54
537,Fatehgarh Churian,IN,2022-02-05 05:16:40,31.8621,74.9553,47.93,75,0,3.58
538,Aswan,EG,2022-02-05 05:16:40,24.0934,32.907,48.76,58,0,8.99
539,Isiro,CD,2022-02-05 05:16:41,2.7739,27.616,66.54,73,94,1.72
540,Burnie,AU,2022-02-05 05:16:41,-41.0667,145.9167,70.95,62,93,7.47
541,Ust-Nera,RU,2022-02-05 05:16:42,64.5667,143.2,-15.21,83,45,2.15
542,The Valley,AI,2022-02-05 05:16:43,18.217,-63.0578,75.09,75,100,15.84
543,Vung Tau,VN,2022-02-05 05:16:43,10.346,107.0843,82.71,65,80,14.38
544,Mugur-Aksy,RU,2022-02-05 05:16:44,50.35,90.5,6.94,62,1,4.36
545,Trairi,BR,2022-02-05 05:15:05,-3.2778,-39.2689,76.14,89,87,6.71
546,Privolzhsk,RU,2022-02-05 05:16:45,57.3808,41.2886,-1.93,99,57,6.46
547,Ust-Tsilma,RU,2022-02-05 05:16:46,65.441,52.1498,-16.82,100,82,2.26
548,Baoqing,CN,2022-02-05 05:16:46,46.3317,132.2111,6.67,71,55,12.37
549,Namibe,AO,2022-02-05 05:16:47,-15.1961,12.1522,71.19,66,33,5.84
550,Do Gonbadan,IR,2022-02-05 05:16:48,30.3586,50.7981,53.69,87,75,0.0
551,Byron Bay,AU,2022-02-05 05:17:48,-28.65,153.6167,76.05,66,81,22.41
552,Peleduy,RU,2022-02-05 05:17:49,59.6289,112.7406,11.73,89,100,8.68
553,Pokosnoye,RU,2022-02-05 05:17:49,55.5258,101.0536,16.32,79,100,6.87
554,Luwuk,ID,2022-02-05 05:17:50,-0.9516,122.7875,85.96,71,99,2.59
555,Tiznit,MA,2022-02-05 05:17:52,29.5833,-9.5,62.11,31,100,3.85
556,Gigmoto,PH,2022-02-05 05:15:33,13.7796,124.39,78.46,83,100,17.29
557,Orange,US,2022-02-05 05:15:05,33.7,-117.7675,62.85,25,0,1.99
